1,40,04-03-2020,6:00 PM,Uttar Pradesh,6,0,0,0,6
2,51,05-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
3,56,06-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
4,59,07-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
5,73,08-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
6,83,09-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
7,86,10-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
8,104,11-03-2020,6:00 PM,Uttar Pradesh,9,0,0,0,9
9,115,12-03-2020,6:00 PM,Uttar Pradesh,10,1,0,0,11
10,128,13-03-2020,6:00 PM,Uttar Pradesh,10,1,0,0,11
11,141,14-03-2020,6:00 PM,Uttar Pradesh,11,1,5,0,12
12,161,15-03-2020,6:00 PM,Uttar Pradesh,12,1,4,0,13
13,176,16-03-2020,6:00 PM,Uttar Pradesh,12,1,4,0,13
14,191,17-03-2020,6:00 PM,Uttar Pradesh,14,1,5,0,15
15,207,18-03-2020,6:00 PM,Uttar Pradesh,15,1,5,0,16
16,226,19-03-2020,6:00 PM,Uttar Pradesh,18,1,9,0,19
17,246,20-03-2020,6:00 PM,Uttar Pradesh,22,1,9,0,23
18,268,21-03-2020,6:00 PM,Uttar Pradesh,23,1,9,0,24
19,291,22-03-2020,6:00 PM,Uttar Pradesh,26,1,9,0,27
20,314,23-03-2020,6:00 PM,Uttar Pradesh,30,1,9,0,31
21,338,24-03-2020,6:00 PM,Uttar Pradesh,32,1,11,0,33
22,363,25-03-2020,6:00 PM,Uttar Pradesh,36,1,11,0,37
23,391,26-03-2020,6:00 PM,Uttar Pradesh,40,1,11,0,41
24,418,27-03-2020,10:00 AM,Uttar Pradesh,40,1,11,0,41
25,445,28-03-2020,6:00 PM,Uttar Pradesh,54,1,11,0,55
26,472,29-03-2020,7:30 PM,Uttar Pradesh,-,-,11,0,65
27,499,30-03-2020,9:30 PM,Uttar Pradesh,-,-,11,0,82
28,527,31-03-2020,8:30 PM,Uttar Pradesh,-,-,14,0,101
29,557,01-04-2020,7:30 PM,Uttar Pradesh,-,-,14,2,103
30,586,02-04-2020,6:00 PM,Uttar Pradesh,-,-,14,2,113
31,616,03-04-2020,6:00 PM,Uttar Pradesh,-,-,14,2,172
32,647,04-04-2020,6:00 PM,Uttar Pradesh,-,-,19,2,174
33,677,05-04-2020,6:00 PM,Uttar Pradesh,-,-,19,2,227
34,707,06-04-2020,6:00 PM,Uttar Pradesh,-,-,21,3,305
35,738,07-04-2020,6:00 PM,Uttar Pradesh,-,-,21,3,305
36,769,08-04-2020,5:00 PM,Uttar Pradesh,-,-,26,3,343
37,800,09-04-2020,5:00 PM,Uttar Pradesh,-,-,31,4,410
38,831,10-04-2020,5:00 PM,Uttar Pradesh,-,-,32,4,431
39,862,11-04-2020,5:00 PM,Uttar Pradesh,-,-,32,4,433
40,893,12-04-2020,5:00 PM,Uttar Pradesh,-,-,45,5,452
41,925,13-04-2020,5:00 PM,Uttar Pradesh,-,-,47,5,483
42,958,14-04-2020,5:00 PM,Uttar Pradesh,-,-,49,5,657
43,991,15-04-2020,5:00 PM,Uttar Pradesh,-,-,51,11,735
44,1024,16-04-2020,5:00 PM,Uttar Pradesh,-,-,68,13,773
45,1057,17-04-2020,5:00 PM,Uttar Pradesh,-,-,74,14,846
46,1090,18-04-2020,5:00 PM,Uttar Pradesh,-,-,86,14,969
47,1123,19-04-2020,5:00 PM,Uttar Pradesh,-,-,108,17,1084
48,1156,20-04-2020,5:00 PM,Uttar Pradesh,-,-,129,17,1176
49,1189,21-04-2020,5:00 PM,Uttar Pradesh,-,-,140,20,1294
50,1221,22-04-2020,5:00 PM,Uttar Pradesh,-,-,165,21,1412
51,1253,23-04-2020,5:00 PM,Uttar Pradesh,-,-,187,21,1509
52,1285,24-04-2020,5:00 PM,Uttar Pradesh,-,-,206,24,1604
53,1317,25-04-2020,5:00 PM,Uttar Pradesh,-,-,248,26,1778
54,1349,26-04-2020,5:00 PM,Uttar Pradesh,-,-,289,29,1843
55,1381,27-04-2020,5:00 PM,Uttar Pradesh,-,-,335,31,1955
56,1413,28-04-2020,5:00 PM,Uttar Pradesh,-,-,400,31,2043
57,1445,29-04-2020,5:00 PM,Uttar Pradesh,-,-,477,36,2115
58,1477,30-04-2020,5:00 PM,Uttar Pradesh,-,-,513,39,2203
59,1509,01-05-2020,5:00 PM,Uttar Pradesh,-,-,555,41,2281
60,1541,02-05-2020,5:00 PM,Uttar Pradesh,-,-,654,42,2328
61,1573,03-05-2020,5:00 PM,Uttar Pradesh,-,-,698,43,2626
62,1605,04-05-2020,5:00 PM,Uttar Pradesh,-,-,758,45,2742
63,1637,05-05-2020,5:00 PM,Uttar Pradesh,-,-,944,53,2859
64,1670,06-05-2020,8:00 AM,Uttar Pradesh,-,-,987,56,2880
65,1703,07-05-2020,8:00 AM,Uttar Pradesh,-,-,1130,60,2998
66,1736,08-05-2020,8:00 AM,Uttar Pradesh,-,-,1250,62,3071
67,1769,09-05-2020,8:00 AM,Uttar Pradesh,-,-,1387,66,3214
68,1802,10-05-2020,8:00 AM,Uttar Pradesh,-,-,1499,74,3373
69,1835,11-05-2020,8:00 AM,Uttar Pradesh,-,-,1653,74,3467
70,1868,12-05-2020,8:00 AM,Uttar Pradesh,-,-,1758,80,3573
71,1901,13-05-2020,8:00 AM,Uttar Pradesh,-,-,1873,82,3664
72,1934,14-05-2020,8:00 AM,Uttar Pradesh,-,-,1902,83,3729
73,1967,15-05-2020,8:00 AM,Uttar Pradesh,-,-,2072,88,3902
74,2000,16-05-2020,8:00 AM,Uttar Pradesh,-,-,2165,95,4057
75,2033,17-05-2020,8:00 AM,Uttar Pradesh,-,-,2441,104,4258
76,2066,18-05-2020,8:00 AM,Uttar Pradesh,-,-,2441,104,4259
77,2099,19-05-2020,8:00 AM,Uttar Pradesh,-,-,2783,118,4605
78,2132,20-05-2020,8:00 AM,Uttar Pradesh,-,-,2918,123,4926
79,2166,21-05-2020,8:00 AM,Uttar Pradesh,-,-,3066,127,5175
80,2200,22-05-2020,8:00 AM,Uttar Pradesh,-,-,3204,138,5515
81,2234,23-05-2020,8:00 AM,Uttar Pradesh,-,-,3238,152,5735
82,2269,24-05-2020,8:00 AM,Uttar Pradesh,-,-,3406,155,6017
83,2304,25-05-2020,8:00 AM,Uttar Pradesh,-,-,3538,161,6268
84,2340,26-05-2020,8:00 AM,Uttar Pradesh,-,-,3581,165,6532
85,2376,27-05-2020,8:00 AM,Uttar Pradesh,-,-,3698,170,6548
86,2412,28-05-2020,8:00 AM,Uttar Pradesh,-,-,3991,182,6991
87,2448,29-05-2020,8:00 AM,Uttar Pradesh,-,-,4215,197,7170
88,2484,30-05-2020,8:00 AM,Uttar Pradesh,-,-,4244,198,7284
89,2520,31-05-2020,8:00 AM,Uttar Pradesh,-,-,4410,201,7445
90,2556,01-06-2020,8:00 AM,Uttar Pradesh,-,-,4709,213,7823
91,2592,02-06-2020,8:00 AM,Uttar Pradesh,-,-,4843,217,8075
92,2628,03-06-2020,8:00 AM,Uttar Pradesh,-,-,5030,222,8361
93,2664,04-06-2020,8:00 AM,Uttar Pradesh,-,-,5176,229,8729
94,2700,05-06-2020,8:00 AM,Uttar Pradesh,-,-,5439,245,9237
95,2736,06-06-2020,8:00 AM,Uttar Pradesh,-,-,5648,257,9733
96,2772,07-06-2020,8:00 AM,Uttar Pradesh,-,-,5648,257,9733
97,2808,08-06-2020,8:00 AM,Uttar Pradesh,-,-,6185,275,10536
98,2844,09-06-2020,8:00 AM,Uttar Pradesh,-,-,6344,283,10947
99,2880,10-06-2020,8:00 AM,Uttar Pradesh,-,-,6669,301,11335
100,2917,11-06-2020,8:00 AM,Uttar Pradesh,-,-,6871,321,11610
101,2953,12-06-2020,8:00 AM,Uttar Pradesh,-,-,7292,345,12088
102,2989,13-06-2020,8:00 AM,Uttar Pradesh,-,-,7609,365,12616
103,3025,14-06-2020,8:00 AM,Uttar Pradesh,-,-,7875,385,13118
104,3061,15-06-2020,8:00 AM,Uttar Pradesh,-,-,8268,399,13615
105,3097,16-06-2020,8:00 AM,Uttar Pradesh,-,-,8268,399,13615
106,3133,17-06-2020,8:00 AM,Uttar Pradesh,-,-,8610,417,14091
107,3169,18-06-2020,8:00 AM,Uttar Pradesh,-,-,8904,435,14598
108,3205,19-06-2020,8:00 AM,Uttar Pradesh,-,-,9239,465,15181
109,3241,20-06-2020,8:00 AM,Uttar Pradesh,-,-,9638,488,15785
110,3277,21-06-2020,8:00 AM,Uttar Pradesh,-,-,9995,507,16594
111,3313,22-06-2020,8:00 AM,Uttar Pradesh,-,-,10995,550,17731
112,3349,23-06-2020,8:00 AM,Uttar Pradesh,-,-,11601,569,18322
113,3385,24-06-2020,8:00 AM,Uttar Pradesh,-,-,12116,588,18893
114,3421,25-06-2020,8:00 AM,Uttar Pradesh,-,-,12586,596,19557
115,3457,26-06-2020,8:00 AM,Uttar Pradesh,-,-,13119,611,20193
116,3493,27-06-2020,8:00 AM,Uttar Pradesh,-,-,13583,630,20943
117,3529,28-06-2020,8:00 AM,Uttar Pradesh,-,-,14215,649,21549
118,3565,29-06-2020,8:00 AM,Uttar Pradesh,-,-,14808,660,22147
119,3601,30-06-2020,8:00 AM,Uttar Pradesh,-,-,15506,672,22828
120,3637,01-07-2020,8:00 AM,Uttar Pradesh,-,-,16084,697,23492
121,3673,02-07-2020,8:00 AM,Uttar Pradesh,-,-,16629,718,24056
122,3709,03-07-2020,8:00 AM,Uttar Pradesh,-,-,17221,735,24825
123,3745,04-07-2020,8:00 AM,Uttar Pradesh,-,-,17597,749,25797
124,3781,05-07-2020,8:00 AM,Uttar Pradesh,-,-,18154,773,26554
125,3817,06-07-2020,8:00 AM,Uttar Pradesh,-,-,18761,785,27707
126,3853,07-07-2020,8:00 AM,Uttar Pradesh,-,-,19109,809,28636
127,3889,08-07-2020,8:00 AM,Uttar Pradesh,-,-,19627,827,29968
128,3925,09-07-2020,8:00 AM,Uttar Pradesh,-,-,20331,845,31156
129,3961,10-07-2020,8:00 AM,Uttar Pradesh,-,-,21127,862,32362
130,3997,11-07-2020,8:00 AM,Uttar Pradesh,-,-,21787,889,33700
131,4033,12-07-2020,8:00 AM,Uttar Pradesh,-,-,22689,913,35092
132,4069,13-07-2020,8:00 AM,Uttar Pradesh,-,-,23334,934,36476
133,4105,14-07-2020,8:00 AM,Uttar Pradesh,-,-,24203,955,38130
134,4141,15-07-2020,8:00 AM,Uttar Pradesh,-,-,24983,983,39724
135,4177,16-07-2020,8:00 AM,Uttar Pradesh,-,-,25743,1012,41383
136,4213,17-07-2020,8:00 AM,Uttar Pradesh,-,-,26675,1046,43441
137,4249,18-07-2020,8:00 AM,Uttar Pradesh,-,-,27634,1084,45163
138,4285,19-07-2020,8:00 AM,Uttar Pradesh,-,-,28664,1108,47036
139,4320,20-07-2020,8:00 AM,Uttar Pradesh,-,-,29845,1146,49247
140,4355,21-07-2020,8:00 AM,Uttar Pradesh,-,-,30831,1192,51160
141,4390,22-07-2020,8:00 AM,Uttar Pradesh,-,-,31855,1229,53288
142,4425,23-07-2020,8:00 AM,Uttar Pradesh,-,-,33500,1263,55588
143,4460,24-07-2020,8:00 AM,Uttar Pradesh,-,-,35803,1289,58104
144,4495,25-07-2020,8:00 AM,Uttar Pradesh,-,-,37712,1348,60771
145,4530,26-07-2020,8:00 AM,Uttar Pradesh,-,-,39903,1387,63742
146,4565,27-07-2020,8:00 AM,Uttar Pradesh,-,-,41641,1426,66988
147,4600,28-07-2020,8:00 AM,Uttar Pradesh,-,-,42833,1456,70493
148,4635,29-07-2020,8:00 AM,Uttar Pradesh,-,-,44520,1497,73951
149,4670,30-07-2020,8:00 AM,Uttar Pradesh,-,-,45807,1530,77334
150,4705,31-07-2020,8:00 AM,Uttar Pradesh,-,-,46803,1587,81039
151,4740,01-08-2020,8:00 AM,Uttar Pradesh,-,-,48863,1630,85461
152,4775,02-08-2020,8:00 AM,Uttar Pradesh,-,-,51334,1677,89048
153,4810,03-08-2020,8:00 AM,Uttar Pradesh,-,-,53168,1730,92921
154,4845,04-08-2020,8:00 AM,Uttar Pradesh,-,-,55393,1778,97362
155,4880,05-08-2020,8:00 AM,Uttar Pradesh,-,-,57271,1817,100310
156,4915,06-08-2020,8:00 AM,Uttar Pradesh,-,-,60558,1857,104388
157,4950,07-08-2020,8:00 AM,Uttar Pradesh,-,-,63402,1918,108974
158,4985,08-08-2020,8:00 AM,Uttar Pradesh,-,-,66834,1981,113378
159,5020,09-08-2020,8:00 AM,Uttar Pradesh,-,-,69833,2028,118038
160,5055,10-08-2020,8:00 AM,Uttar Pradesh,-,-,72650,2069,122609
161,5090,11-08-2020,8:00 AM,Uttar Pradesh,-,-,76724,2120,126722
162,5125,12-08-2020,8:00 AM,Uttar Pradesh,-,-,80589,2176,131763
163,5160,13-08-2020,8:00 AM,Uttar Pradesh,-,-,84661,2230,136238
164,5195,14-08-2020,8:00 AM,Uttar Pradesh,-,-,88786,2280,140775
165,5230,15-08-2020,8:00 AM,Uttar Pradesh,-,-,92526,2335,145287
166,5265,16-08-2020,8:00 AM,Uttar Pradesh,-,-,96231,2393,150061
167,5300,17-08-2020,8:00 AM,Uttar Pradesh,-,-,100432,2449,154418
168,5335,18-08-2020,8:00 AM,Uttar Pradesh,-,-,104808,2515,158216
169,5370,19-08-2020,8:00 AM,Uttar Pradesh,-,-,109607,2585,162434
170,5405,20-08-2020,8:00 AM,Uttar Pradesh,-,-,115227,2638,167510
171,5440,21-08-2020,8:00 AM,Uttar Pradesh,-,-,121090,2733,172334
172,5475,22-08-2020,8:00 AM,Uttar Pradesh,-,-,126657,2797,177239
173,5510,23-08-2020,8:00 AM,Uttar Pradesh,-,-,131295,2867,182453
174,5545,24-08-2020,8:00 AM,Uttar Pradesh,-,-,135613,2926,187781
175,5580,25-08-2020,8:00 AM,Uttar Pradesh,-,-,140107,2987,192382
176,5615,26-08-2020,8:00 AM,Uttar Pradesh,-,-,144754,3059,197388
177,5650,27-08-2020,8:00 AM,Uttar Pradesh,-,-,148562,3149,203028
178,5685,28-08-2020,8:00 AM,Uttar Pradesh,-,-,152893,3217,208419
179,5720,29-08-2020,8:00 AM,Uttar Pradesh,-,-,157879,3294,213824
180,5755,30-08-2020,8:00 AM,Uttar Pradesh,-,-,162741,3356,219457
181,5790,31-08-2020,8:00 AM,Uttar Pradesh,-,-,167543,3423,225632
182,5825,01-09-2020,8:00 AM,Uttar Pradesh,-,-,172140,3486,230414
183,5860,02-09-2020,8:00 AM,Uttar Pradesh,-,-,176677,3542,235757
184,5895,03-09-2020,8:00 AM,Uttar Pradesh,-,-,181364,3616,241439
185,5930,04-09-2020,8:00 AM,Uttar Pradesh,-,-,185812,3691,247101
186,5965,05-09-2020,8:00 AM,Uttar Pradesh,-,-,190818,3762,253175
187,6000,06-09-2020,8:00 AM,Uttar Pradesh,-,-,195959,3843,259765
188,6035,07-09-2020,8:00 AM,Uttar Pradesh,-,-,200738,3920,266283
189,6070,08-09-2020,8:00 AM,Uttar Pradesh,-,-,205731,3976,271851
190,6105,09-09-2020,8:00 AM,Uttar Pradesh,-,-,211170,4047,278473
191,6140,10-09-2020,8:00 AM,Uttar Pradesh,-,-,216901,4112,285041
192,6175,11-09-2020,8:00 AM,Uttar Pradesh,-,-,221506,4206,292029
193,6210,12-09-2020,8:00 AM,Uttar Pradesh,-,-,227442,4282,299045
194,6245,13-09-2020,8:00 AM,Uttar Pradesh,-,-,233527,4349,305831
195,6280,14-09-2020,8:00 AM,Uttar Pradesh,-,-,239485,4429,312036
196,6315,15-09-2020,8:00 AM,Uttar Pradesh,-,-,245417,4491,317195
197,6350,16-09-2020,8:00 AM,Uttar Pradesh,-,-,252097,4604,324036
198,6385,17-09-2020,8:00 AM,Uttar Pradesh,-,-,258573,4690,330265
199,6420,18-09-2020,8:00 AM,Uttar Pradesh,-,-,263288,4771,336294
200,6455,19-09-2020,8:00 AM,Uttar Pradesh,-,-,270094,4869,342788
201,6490,20-09-2020,8:00 AM,Uttar Pradesh,-,-,276690,4953,348517
202,6525,21-09-2020,8:00 AM,Uttar Pradesh,-,-,283274,5047,354275
203,6560,22-09-2020,8:00 AM,Uttar Pradesh,-,-,289594,5135,358893
204,6595,23-09-2020,8:00 AM,Uttar Pradesh,-,-,296183,5212,364543
205,6630,24-09-2020,8:00 AM,Uttar Pradesh,-,-,302689,5299,369686
206,6665,25-09-2020,8:00 AM,Uttar Pradesh,-,-,307611,5366,374277
207,6700,26-09-2020,8:00 AM,Uttar Pradesh,-,-,313686,5450,378533
208,6735,27-09-2020,8:00 AM,Uttar Pradesh,-,-,320232,5517,382835
209,6770,28-09-2020,8:00 AM,Uttar Pradesh,-,-,325888,5594,387085
210,6805,29-09-2020,8:00 AM,Uttar Pradesh,-,-,331270,5652,390875
